onset	duration	nwb_table	start_original_frame	stop_original_frame
50.706520000000005	2.964579999999998	invalid_times		
152.52086	6.392340000000019	invalid_times		
227.56144	3.242500000000007	invalid_times		
240.06822000000003	17.12305999999998	invalid_times		
240.06822000000003	17.12305999999998	ci_recording_on_pause	2499.0	2500.0
275.16396000000003	7.874639999999999	invalid_times		
288.59716000000003	5.929140000000018	invalid_times		
314.44446000000005	14.452259999999967	invalid_times		
405.14166000000006	15.749259999999992	invalid_times		
469.34304000000003	19.36232000000001	invalid_times		
488.70536000000004	17.337220000000002	invalid_times		
488.70536000000004	17.337220000000002	ci_recording_on_pause	4999.0	5000.0
541.1541400000001	17.6021199999999	invalid_times		
565.6118200000001	16.49037999999996	invalid_times		
634.35266	2.871939999999995	invalid_times		
638.2436600000001	4.91005999999993	invalid_times		
648.527	11.580320000000029	invalid_times		
704.0199600000001	25.754639999999995	invalid_times		
737.5566000000001	17.098139999999944	invalid_times		
737.5566000000001	17.098139999999944	ci_recording_on_pause	7499.0	7500.0
775.12876	9.35692000000006	invalid_times		
864.9921400000001	9.912760000000048	invalid_times		
882.4089600000001	13.433179999999993	invalid_times		
914.09274	10.098060000000032	invalid_times		
928.5450000000001	4.81741999999997	invalid_times		
971.3459	6.1144199999999955	invalid_times		
986.1687400000001	17.754159999999956	invalid_times		
986.1687400000001	17.754159999999956	ci_recording_on_pause	9999.0	10000.0
1055.1542800000002	9.171619999999848	invalid_times		
1143.90594	7.226120000000037	invalid_times		
1169.84588	22.41951999999992	invalid_times		
