onset	duration	nwb_table	start_original_frame	stop_original_frame
149.03552000000002	1.5322599999999795	invalid_times		
305.79588	17.15482000000003	invalid_times		
305.79588	17.15482000000003	ci_recording_on_pause	2499.0	2500.0
344.04850000000005	15.322459999999978	invalid_times		
425.25742	18.97624000000002	invalid_times		
527.91778	24.751620000000003	invalid_times		
574.82798	11.07928000000004	invalid_times		
617.49508	16.942120000000045	invalid_times		
617.49508	16.942120000000045	ci_recording_on_pause	4999.0	5000.0
646.6953000000001	5.303919999999948	invalid_times		
701.85608	24.280200000000036	invalid_times		
888.6719600000001	26.16599999999994	invalid_times		
928.9817600000001	16.96431999999993	invalid_times		
928.9817600000001	16.96431999999993	ci_recording_on_pause	7499.0	7500.0
999.1032600000001	21.687099999999987	invalid_times		
1045.30628	11.668640000000096	invalid_times		
1062.39668	15.911780000000135	invalid_times		
1122.62562	429.41372	invalid_times		
1240.49052	17.004380000000083	invalid_times		
1240.49052	17.004380000000083	ci_recording_on_pause	9999.0	10000.0
