onset	duration	nwb_table	start_original_frame	stop_original_frame
301.29166000000004	17.55863999999997	invalid_times		
301.29166000000004	17.55863999999997	ci_recording_on_pause	2499.0	2500.0
613.50968	17.426580000000058	invalid_times		
613.50968	17.426580000000058	ci_recording_on_pause	4999.0	5000.0
925.59562	17.87572	invalid_times		
925.59562	17.87572	ci_recording_on_pause	7499.0	7500.0
1238.1306800000002	17.634559999999965	invalid_times		
1238.1306800000002	17.634559999999965	ci_recording_on_pause	9999.0	10000.0
