onset	duration	nwb_table	start_original_frame	stop_original_frame
308.61434	17.285540000000026	invalid_times		
308.61434	17.285540000000026	ci_recording_on_pause	2499.0	2500.0
621.9982600000001	16.447360000000003	invalid_times		
621.9982600000001	16.447360000000003	ci_recording_on_pause	4999.0	5000.0
934.54398	16.66766000000007	invalid_times		
934.54398	16.66766000000007	ci_recording_on_pause	7499.0	7500.0
1247.30998	16.5776800000001	invalid_times		
1247.30998	16.5776800000001	ci_recording_on_pause	9999.0	10000.0
