onset	duration	nwb_table	start_original_frame	stop_original_frame
300.42948	17.603920000000016	invalid_times		
300.42948	17.603920000000016	ci_recording_on_pause	2499.0	2500.0
612.69284	17.56932000000006	invalid_times		
612.69284	17.56932000000006	ci_recording_on_pause	4999.0	5000.0
924.9215800000001	17.71706000000006	invalid_times		
924.9215800000001	17.71706000000006	ci_recording_on_pause	7499.0	7500.0
1237.298	17.37198000000012	invalid_times		
1237.298	17.37198000000012	ci_recording_on_pause	9999.0	10000.0
