onset	duration	nwb_table	start_original_frame	stop_original_frame
107.12204000000001	1.8528400000000005	invalid_times		
242.38034000000002	16.691720000000004	invalid_times		
242.38034000000002	16.691720000000004	ci_recording_on_pause	2499.0	2500.0
284.91936000000004	2.6866400000000112	invalid_times		
388.67914	2.871939999999995	invalid_times		
445.65438000000006	2.593999999999994	invalid_times		
490.58608000000004	17.261599999999987	invalid_times		
490.58608000000004	17.261599999999987	ci_recording_on_pause	4999.0	5000.0
540.0873200000001	10.005400000000009	invalid_times		
574.3651000000001	2.964560000000006	invalid_times		
720.74048	9.078980000000001	invalid_times		
739.36166	16.561680000000024	invalid_times		
739.36166	16.561680000000024	ci_recording_on_pause	7499.0	7500.0
987.4373	16.944439999999986	invalid_times		
987.4373	16.944439999999986	ci_recording_on_pause	9999.0	10000.0
1037.64046	17.416799999999967	invalid_times		
1091.0026	9.912780000000112	invalid_times		
1121.01882	7.040840000000117	invalid_times		
1138.52828	2.8719200000000455	invalid_times		
