onset	duration	nwb_table	start_original_frame	stop_original_frame
20.83564	11.73018	invalid_times		
316.93366000000003	17.72332	invalid_times		
316.93366000000003	17.72332	ci_recording_on_pause	2499.0	2500.0
630.7549200000001	18.02049999999997	invalid_times		
630.7549200000001	18.02049999999997	ci_recording_on_pause	4999.0	5000.0
944.87332	18.191640000000007	invalid_times		
944.87332	18.191640000000007	ci_recording_on_pause	7499.0	7500.0
1259.16282	17.930360000000064	invalid_times		
1259.16282	17.930360000000064	ci_recording_on_pause	9999.0	10000.0
